Library ID,Submission Year,Library Name,Street Address,City,State,Longitude,Latitude
AK0039,2015,KETCHIKAN PUBLIC LIBRARY,1110 COPPER RIDGE LANE,KETCHIKAN,AK,-131.650729,55.352711
AK0047,2015,MARTIN MONSEN REGIONAL LIBRARY,101 MAIN STREET,NAKNEK,AK,-156.6675022,58.6820703
AK0055,2015,PALMER PUBLIC LIBRARY,655 SOUTH VALLEY WAY,PALMER,AK,-149.113048,61.59996700000001
AK0070,2015,SUTTON PUBLIC LIBRARY/COMMUNITY RESOURCE CENTER,11301 NORTH CHICKALOON WAY,SUTTON,AK,-148.97716100000002,61.705952
AK0072,2015,TALKEETNA PUBLIC LIBRARY,23151 SOUTH TALKEETNA SPUR ROAD,TALKEETNA,AK,-150.10809730000003,62.3215917
AK0078,2015,WASILLA PUBLIC LIBRARY,391 NORTH MAIN STREET,WASILLA,AK,-149.441482,61.583125
AK0103,2015,TRAPPER CREEK PUBLIC LIBRARY,8901 EAST DEVONSHIRE DRIVE,TRAPPER CREEK,AK,-150.246221,62.3072213
AK0126,2015,IGIUGIG TRIBAL LIBRARY,1 AIRPORT WAY,IGIUGIG,AK,-156.57377,58.748920999999996
AK0127,2015,COFFMAN COVE COMMUNITY LIBRARY,108 NW DENALI ALLEY,COFFMAN COVE,AK,-131.69728999999998,55.357009
AL0002,2015,ARLEY PUBLIC LIBRARY,6788 COUNTY ROAD 41,ARLEY,AL,-87.22343740000001,34.050051200000006
AL0005,2015,DOUBLE SPRINGS PUBLIC LIBRARY,637 BLAKE DRIVE,DOUBLE SPRINGS,AL,-87.3833998,34.1469989
AL0009,2015,SUMITON PUBLIC LIBRARY,416 STATE STREET,SUMITON,AL,-87.0495275,33.749576899999994
AL0012,2015,ASHLAND CITY PUBLIC LIBRARY,11 2ND AVENUE NORTH,ASHLAND,AL,-85.837242,33.274741
AL0013,2015,SYLACAUGA - B. B. COMER MEMORIAL LIBRARY,314 NORTH BROADWAY AVENUE,SYLACAUGA,AL,-86.2507305,33.1718114
AL0015,2015,CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY,124 NINTH AVENUE SW,CHILDERSBURG,AL,-86.3556694,33.2775588
AL0016,2015,LINCOLN PUBLIC LIBRARY,49 COMPLEX DRIVE,LINCOLN,AL,-86.1235871,33.604488700000005
AL0017,2015,LINEVILLE PUBLIC LIBRARY,60119 HIGHWAY 49,LINEVILLE,AL,-85.7544585,33.3145941
AL0019,2015,OXFORD PUBLIC LIBRARY,110 EAST 6TH STREET,OXFORD,AL,-85.8355168,33.6097203
AL0020,2015,TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY,202 SOUTH STREET EAST,TALLADEGA,AL,-86.0997635,33.4331188
AL0023,2015,ARITON - DOT LANEY MEMORIAL LIBRARY,30 WEST MAIN STREET,ARITON,AL,-85.7194125,31.600187899999995
AL0024,2015,HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY,17 PARK STREET,HEADLAND,AL,-85.3419344,31.3523595
AL0025,2015,BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY,164 SOUTH MAIN STREET,BRUNDIDGE,AL,-85.8155105,31.718949300000002
AL0026,2015,OZARK - DALE COUNTY PUBLIC LIBRARY,416 JAMES STREET,OZARK,AL,-85.63276490000001,31.452208000000002
AL0029,2015,CLIO - ELTON B. STEPHENS LIBRARY,17 SCHOOL STREET,CLIO,AL,-85.61209040000001,31.7087604
AL0030,2015,LOUISVILLE PUBLIC LIBRARY,1951 MAIN STREET,LOUISVILLE,AL,-85.555864,31.782949
AL0031,2015,MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY,1318 HINTON WATERS AVENUE,MIDLAND CITY,AL,-85.523526,31.336222999999997
AL0032,2015,NEWTON PUBLIC LIBRARY,209 OATES DRIVE,NEWTON,AL,-85.5968512,31.331946600000002
AL0033,2015,CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY,45 NORTH MIDWAY STREET,CLAYTON,AL,-85.458798,31.884580300000003
AL0034,2015,TROY PUBLIC LIBRARY,500 EAST WALNUT STREET,TROY,AL,-85.9677353,31.808533399999998
AL0038,2015,BRANTLEY PUBLIC LIBRARY,10 MLK DRIVE,BRANTLEY,AL,-86.29238199999999,31.579296999999997
AL0040,2015,GENEVA - EMMA KNOX KENAN LIBRARY,312 SOUTH COMMERCE STREET,GENEVA,AL,-85.86508909999999,31.036253499999997
AL0041,2015,ENTERPRISE PUBLIC LIBRARY,101 EAST GRUBBS STREET,ENTERPRISE,AL,-85.852791,31.314037
AL0043,2015,HARTFORD - MCGREGOR-MCKINNEY PUBLIC LIBRARY,101 EAST FULTON STREET,HARTFORD,AL,-85.6967458,31.098268400000002
AL0044,2015,LUVERNE PUBLIC LIBRARY,148 EAST THIRD STREET,LUVERNE,AL,-86.2614088,31.7163308
AL0046,2015,SAMSON PUBLIC LIBRARY,200 NORTH JOHNSON STREET,SAMSON,AL,-86.045997,31.116736
AL0047,2015,SLOCOMB PUBLIC LIBRARY,134 SOUTH DALTON AVENUE,SLOCOMB,AL,-85.5936724,31.107025
AL0049,2015,ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,318 CHURCH STREET,ALEXANDER CITY,AL,-85.9539223,32.9414721
AL0051,2015,GOODWATER PUBLIC LIBRARY,36 WEOGUFKA STREET,GOODWATER,AL,-86.05248990000001,33.0638376
AL0052,2015,AUBURN PUBLIC LIBRARY,749 EAST THACH AVENUE,AUBURN,AL,-85.466363,32.6044107
AL0053,2015,OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY,200 SOUTH 6TH STREET,OPELIKA,AL,-85.37594940000001,32.649136999999996
AL0054,2015,MILLBROOK PUBLIC LIBRARY,3650 GRANDVIEW ROAD,MILLBROOK,AL,-86.3620007,32.476788899999995
AL0056,2015,TALLASSEE COMMUNITY PUBLIC LIBRARY,99 FREEMAN AVENUE,TALLASSEE,AL,-85.8792243,32.540159100000004
AL0057,2015,WETUMPKA PUBLIC LIBRARY,212 SOUTH MAIN STREET,WETUMPKA,AL,-86.205711,32.535896
AL0059,2015,FLORENCE - LAUDERDALE PUBLIC LIBRARY,350 NORTH WOOD AVENUE,FLORENCE,AL,-87.67465329999999,34.8035633
AL0060,2015,TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,511 NORTH MAIN STREET,TUSCUMBIA,AL,-87.7034975,34.7365408
AL0061,2015,LEIGHTON PUBLIC LIBRARY,8740 MAIN STREET,LEIGHTON,AL,-87.5289566,34.700231
AL0062,2015,MUSCLE SHOALS PUBLIC LIBRARY,1918 EAST AVALON AVENUE,MUSCLE SHOALS,AL,-87.645404,34.7444578
AL0063,2015,ROGERSVILLE PUBLIC LIBRARY,74 BANK STREET,ROGERSVILLE,AL,-87.2920732,34.824235200000004
AL0064,2015,SHEFFIELD PUBLIC LIBRARY,316 NORTH MONTGOMERY AVENUE,SHEFFIELD,AL,-87.6985416,34.7614588
AL0065,2015,NORTHWEST REGIONAL LIBRARY,185 ASHWOOD DRIVE,WINFIELD,AL,-87.81504509999999,33.9308411
AL0066,2015,HAMILTON - CLYDE NIX PUBLIC LIBRARY,350 BEXAR AVENUE WEST,HAMILTON,AL,-87.992958,34.143375
AL0067,2015,KENNEDY PUBLIC LIBRARY,17885 HIGHWAY 96,KENNEDY,AL,-87.9759123,33.5860805
AL0068,2015,GUIN - MCHS COMMUNITY LIBRARY,8115 U.S. HIGHWAY 43,GUIN,AL,-87.91772890000001,33.9822137
AL0069,2015,MILLPORT PUBLIC LIBRARY,920 BLACK STREET,MILLPORT,AL,-88.0894225,33.561552899999995
AL0071,2015,SULLIGENT PUBLIC LIBRARY,514 ELM STREET,SULLIGENT,AL,-88.13175129999999,33.900338700000006
AL0072,2015,VERNON - MARY WALLACE COBB MEMORIAL LIBRARY,110 FIRST AVENUE WEST,VERNON,AL,-88.1107773,33.757954999999995
AL0074,2015,WINFIELD PUBLIC LIBRARY,185 ASHWOOD DRIVE,WINFIELD,AL,-87.81504509999999,33.9308411
AL0077,2015,DECATUR PUBLIC LIBRARY,504 CHERRY STREET NE,DECATUR,AL,-86.981431,34.606014
AL0078,2015,HARTSELLE - WILLIAM BRADFORD HUIE LIBRARY OF HARTSELLE,152 SPARKMAN STREET NW,HARTSELLE,AL,-86.934983,34.444159
AL0080,2015,BALDWIN COUNTY LIBRARY COOPERATIVE,22251 PALMER STREET,ROBERTSDALE,AL,-87.716861,30.550709
AL0081,2015,DAPHNE PUBLIC LIBRARY,2607 U.S. HIGHWAY 98,DAPHNE,AL,-87.905194,30.6181
AL0082,2015,FAIRHOPE PUBLIC LIBRARY,501 FAIRHOPE AVENUE,FAIRHOPE,AL,-87.9008897,30.5230526
AL0083,2015,FOLEY PUBLIC LIBRARY,319 EAST LAUREL AVENUE,FOLEY,AL,-87.6795864,30.406365700000002
AL0085,2015,LOXLEY PUBLIC LIBRARY,1001 EAST LOXLEY AVENUE,LOXLEY,AL,-87.75293909999999,30.619925
AL0086,2015,OSCAR JOHNSON MEMORIAL LIBRARY,21967 SIXTH STREET,SILVERHILL,AL,-87.75186579999999,30.5450831
AL0087,2015,ROBERTSDALE PUBLIC LIBRARY,18301 PENNSYLVANIA STREET,ROBERTSDALE,AL,-87.7134011,30.552994
AL0088,2015,GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY,221 WEST 19TH AVENUE,GULF SHORES,AL,-87.6922688,30.2724838
AL0090,2015,ADAMSVILLE PUBLIC LIBRARY,4825 MAIN STREET,ADAMSVILLE,AL,-86.9532308,33.6001341
AL0091,2015,BESSEMER PUBLIC LIBRARY,400 19TH STREET N,BESSEMER,AL,-86.95491899999999,33.403366999999996
AL0092,2015,MOUNTAIN BROOK - EMMET O'NEAL LIBRARY,50 OAK STREET,MOUNTAIN BROOK,AL,-86.756435,33.501478999999996
AL0093,2015,FAIRFIELD - WALTER J. HANNA MEMORIAL LIBRARY,4615 GARY AVENUE,FAIRFIELD,AL,-86.91540400000001,33.491112
AL0095,2015,GARDENDALE - MARTHA MOORE PUBLIC LIBRARY,995 MT. OLIVE ROAD,GARDENDALE,AL,-86.818551,33.650038
AL0096,2015,GRAYSVILLE PUBLIC LIBRARY,315 SOUTH MAIN STREET,GRAYSVILLE,AL,-86.973355,33.62657
AL0097,2015,HOMEWOOD PUBLIC LIBRARY,1721 OXMOOR ROAD,HOMEWOOD,AL,-86.795527,33.475485
AL0098,2015,HOOVER PUBLIC LIBRARY,200 MUNICIPAL DRIVE,HOOVER,AL,-86.8059591,33.3878766
AL0099,2015,HUEYTOWN PUBLIC LIBRARY,1372 HUEYTOWN ROAD,HUEYTOWN,AL,-86.996988,33.448032
AL0100,2015,IRONDALE PUBLIC LIBRARY,105 SOUTH 20TH STREET,IRONDALE,AL,-86.706599,33.537758000000004
AL0101,2015,LEEDS - JANE CULBRETH LIBRARY,8104 PARKWAY DRIVE,LEEDS,AL,-86.541708,33.543465999999995
AL0102,2015,MIDFIELD PUBLIC LIBRARY,400 BRELAND DRIVE,MIDFIELD,AL,-86.91559529999999,33.4576713
AL0103,2015,PLEASANT GROVE PUBLIC LIBRARY,501 PARK ROAD,PLEASANT GROVE,AL,-86.971744,33.491690000000006
AL0104,2015,TARRANT PUBLIC LIBRARY,1143 FORD AVENUE,TARRANT,AL,-86.76988,33.583108
AL0105,2015,TRUSSVILLE PUBLIC LIBRARY,201 PARKWAY DRIVE,TRUSSVILLE,AL,-86.604764,33.626614000000004
AL0106,2015,VESTAVIA HILLS LIBRARY IN THE FOREST,1221 MONTGOMERY HIGHWAY,VESTAVIA HILLS,AL,-86.788939,33.430399
AL0107,2015,WARRIOR PUBLIC LIBRARY,101 FIRST STREET,WARRIOR,AL,-86.8079621,33.8133995
AL0108,2015,BIRMINGHAM PUBLIC LIBRARY,2100 PARK PLACE,BIRMINGHAM,AL,-86.807252,33.520858000000004
AL0109,2015,FORT PAYNE - DEKALB COUNTY PUBLIC LIBRARY,504 GRAND AVENUE NW,FORT PAYNE,AL,-85.7202819,34.4448893
AL0110,2015,COLLINSVILLE PUBLIC LIBRARY,151 MAIN STREET,COLLINSVILLE,AL,-85.85884,34.262949
AL0111,2015,GERALDINE PUBLIC LIBRARY,13543 ALABAMA HIGHWAY 227,GERALDINE,AL,-86.000527,34.351313
AL0112,2015,RAINSVILLE PUBLIC LIBRARY,941 EAST MAIN STREET,RAINSVILLE,AL,-85.82910840000001,34.486670200000006
AL0117,2015,GADSDEN - ETOWAH COUNTY PUBLIC LIBRARY,254 COLLEGE STREET,GADSDEN,AL,-86.00984,34.012704
AL0118,2015,ATTALLA - ETOWAH COUNTY PUBLIC LIBRARY,604 NORTH 4TH STREET,ATTALLA,AL,-86.08793709999999,34.023805700000004
AL0119,2015,RAINBOW CITY PUBLIC LIBRARY,3702 RAINBOW DRIVE,RAINBOW CITY,AL,-86.046756,33.950371999999994
AL0123,2015,MARSHALL COUNTY COOPERATIVE LIBRARY,600 COLLEGE STREET SUITE 100,ALBERTVILLE,AL,-86.2102182,34.2572669
AL0124,2015,ARAB PUBLIC LIBRARY,325 2ND STREET NW,ARAB,AL,-86.4969444,34.3203564
AL0125,2015,BOAZ PUBLIC LIBRARY,404 THOMAS AVE.,BOAZ,AL,-86.1618496,34.2007876
AL0126,2015,GUNTERSVILLE PUBLIC LIBRARY,1240 O'BRIG AVENUE,GUNTERSVILLE,AL,-86.3021338,34.349128
AL0127,2015,ALBERTVILLE PUBLIC LIBRARY,200 JACKSON STREET,ALBERTVILLE,AL,-86.2030013,34.264444700000006
AL0128,2015,HARRISON REGIONAL LIBRARY SYSTEM,50 LESTER STREET,COLUMBIANA,AL,-86.6076137,33.1853806
AL0129,2015,ALABASTER - ALBERT L. SCOTT LIBRARY,100 9TH STREET N.W.,ALABASTER,AL,-86.82663740000001,33.2443077
AL0130,2015,CALERA PUBLIC LIBRARY,9700 HIGHWAY 25,CALERA,AL,-86.76926999999999,33.0969663
AL0131,2015,COLUMBIANA PUBLIC LIBRARY,50 LESTER STREET,COLUMBIANA,AL,-86.6076137,33.1853806
AL0132,2015,HELENA - JANE B. HOLMES PUBLIC LIBRARY,230 TUCKER ROAD,HELENA,AL,-86.8425123,33.2898063
AL0133,2015,VINCENT - LALLOUISE F. MCGRAW LIBRARY,42860 HIGHWAY 25,VINCENT,AL,-86.4168041,33.4052714
AL0134,2015,MONTEVALLO - PARNELL MEMORIAL LIBRARY,277 PARK DRIVE,MONTEVALLO,AL,-86.8448327,33.0938698
AL0135,2015,PELHAM PUBLIC LIBRARY,3160 PELHAM PARKWAY,PELHAM,AL,-86.8108402,33.2879651
AL0136,2015,WILSONVILLE - VERNICE STOUDENMIRE LIBRARY,9905 NORTH MAIN STREET,WILSONVILLE,AL,-86.4841584,33.2360487
AL0137,2015,NORTH SHELBY LIBRARY,5521 CAHABA VALLEY ROAD,BIRMINGHAM,AL,-86.7170245,33.3650849
AL0140,2015,ALICEVILLE PUBLIC LIBRARY,416 THIRD AVENUE NE,ALICEVILLE,AL,-88.1478147,33.129364699999996
AL0141,2015,CARROLLTON PUBLIC LIBRARY,225 COMMERCE AVENUE,CARROLLTON,AL,-88.094376,33.2570984
AL0142,2015,GORDO - RUTH HOLLIMAN MEMORIAL PUBLIC LIBRARY,287 MAIN STREET SOUTH,GORDO,AL,-87.90309309999999,33.318245000000005
AL0143,2015,REFORM PUBLIC LIBRARY,302 FIRST STREET SOUTH,REFORM,AL,-88.0159554,33.3767418
AL0144,2015,ST. CLAIR COUNTY LIBRARY,139 5TH AVENUE,ASHVILLE,AL,-86.252813,33.8372552
AL0145,2015,ASHVILLE PUBLIC LIBRARY,196 SIXTH AVENUE,ASHVILLE,AL,-86.2538416,33.836515000000006
AL0146,2015,MOODY - DORIS STANLEY MEMORIAL LIBRARY,1515 BOOKMARK LANE,MOODY,AL,-86.485362,33.59037
AL0147,2015,ODENVILLE PUBLIC LIBRARY,200 ALABAMA STREET,ODENVILLE,AL,-86.396313,33.6829026
AL0148,2015,PELL CITY PUBLIC LIBRARY,1923 1ST AVENUE NORTH,PELL CITY,AL,-86.2860134,33.587199600000005
AL0151,2015,YORK - HIGHTOWER MEMORIAL LIBRARY,602 2ND AVENUE,YORK,AL,-88.29633879999999,32.4864668
AL0152,2015,LIVINGSTON - RUBY PICKENS TARTT PUBLIC LIBRARY,206 MONROE ST.,LIVINGSTON,AL,-88.18934870000001,32.5843336
AL0154,2015,ANNISTON - CALHOUN COUNTY PUBLIC LIBRARY,108 EAST 10TH STREET,ANNISTON,AL,-85.8282323,33.6571016
AL0155,2015,JACKSONVILLE PUBLIC LIBRARY,200 PELHAM ROAD SOUTH,JACKSONVILLE,AL,-85.76129399999999,33.812728
AL0156,2015,PIEDMONT PUBLIC LIBRARY,106 NORTH MAIN STREET,PIEDMONT,AL,-85.61357609999999,33.923469399999995
AL0157,2015,AKRON PUBLIC LIBRARY,207 FIRST AVENUE SOUTH,AKRON,AL,-87.735677,32.877488
AL0159,2015,BLOUNTSVILLE PUBLIC LIBRARY,65 CHESTNUT STREET,BLOUNTSVILLE,AL,-86.5899637,34.078939299999995
AL0161,2015,BRENT - CENTREVILLE PUBLIC LIBRARY,20 LIBRARY STREET,CENTREVILLE,AL,-87.14828,32.9482
AL0167,2015,EUTAW - JAMES C. POOLE JR. MEMORIAL LIBRARY,420 PRAIRIE AVENUE,EUTAW,AL,-87.88782009999998,32.842769
AL0168,2015,GREENVILLE - BUTLER COUNTY PUBLIC LIBRARY,309 FORT DALE STREET,GREENVILLE,AL,-86.62616329999999,31.8319039
AL0170,2015,CHICKASAW - INA PULLEN SMALLWOOD MEMORIAL LIBRARY,224 GRANT STREET,CHICKASAW,AL,-88.0783898,30.7649243
AL0173,2015,WOODVILLE PUBLIC LIBRARY,26 VENSON STREET,WOODVILLE,AL,-86.2747007,34.627235799999994
AL0175,2015,SCOTTSBORO PUBLIC LIBRARY,1002 SOUTH BROAD STREET,SCOTTSBORO,AL,-86.0351652,34.65779860000001
AL0176,2015,ONEONTA PUBLIC LIBRARY,221 SECOND STREET SOUTH,ONEONTA,AL,-86.4756872,33.944598
AL0181,2015,PRICHARD PUBLIC LIBRARY,300 WEST LOVEJOY LOOP,PRICHARD,AL,-88.08394179999999,30.7322332
AL0186,2015,MOBILE PUBLIC LIBRARY,701 GOVERNMENT STREET,MOBILE,AL,-88.050915,30.6871
AL0187,2015,MONTGOMERY CITY-COUNTY PUBLIC LIBRARY,245 HIGH STREET,MONTGOMERY,AL,-86.3054022,32.3718816
AL0188,2015,WHITE HALL PUBLIC LIBRARY,640 FREEDOM ROAD,WHITE HALL,AL,-86.71263509999999,32.3015646
AL0189,2015,STEVENSON PUBLIC LIBRARY,102 WEST MAIN STREET,STEVENSON,AL,-85.83621720000001,34.8704105
AL0190,2015,KILLEN PUBLIC LIBRARY,325 J. C. MAULDIN HIGHWAY,KILLEN,AL,-87.54170429999999,34.859024100000006
AL0191,2015,LEXINGTON - BURCHELL CAMPBELL MEMORIAL LIBRARY,11075 HIGHWAY 101,LEXINGTON,AL,-87.37119709999999,34.968624
AL0192,2015,AUTAUGA - PRATTVILLE PUBLIC LIBRARY,254 DOSTER STREET,PRATTVILLE,AL,-86.46883890000001,32.45694
AL0193,2015,FAYETTE COUNTY MEMORIAL LIBRARY,326 TEMPLE AVENUE NORTH,FAYETTE,AL,-87.83078420000001,33.687493599999996
AL0194,2015,PHENIX CITY - RUSSELL COUNTY PUBLIC LIBRARY,1501 17TH AVENUE,PHENIX CITY,AL,-85.0160214,32.474961699999994
AL0199,2015,CULLMAN COUNTY PUBLIC LIBRARY,200 CLARK STREET NE,CULLMAN,AL,-86.8426587,34.1791174
AL0203,2015,HOKES BLUFF - RUFUS FLOYD PUBLIC LIBRARY,3310 ALFORDS BEND ROAD,HOKES BLUFF,AL,-85.86603670000001,33.9918343
AL0204,2015,RAGLAND PUBLIC LIBRARY,26 PROVIDENCE ROAD,RAGLAND,AL,-86.1445441,33.743743
AL0206,2015,HAYNEVILLE - LOWNDES COUNTY PUBLIC LIBRARY,215 B TUSKEENA STREET,HAYNEVILLE,AL,-86.672832,32.196458
AL0210,2015,GRANT PUBLIC LIBRARY,5379 MAIN STREET,GRANT,AL,-86.25255820000001,34.52494
AL0211,2015,DALEVILLE PUBLIC LIBRARY,308 DONNELL BOULEVARD,DALEVILLE,AL,-85.70677909999999,31.3165588
AL0216,2015,COURTLAND PUBLIC LIBRARY,215 COLLEGE STREET,COURTLAND,AL,-87.3103494,34.6735129
AL0217,2015,EVA PUBLIC LIBRARY,4549 HIGHWAY 55 EAST,EVA,AL,-86.7722979,34.333763399999995
AL0218,2015,CROSSVILLE PUBLIC LIBRARY,8075 AL HWY 227,CROSSVILLE,AL,-85.98761800000001,34.2883395
AL0219,2015,WALNUT GROVE - WESTSIDE PUBLIC LIBRARY,5151 WALNUT GROVE ROAD,WALNUT GROVE,AL,-86.30718859999999,34.0539027
AL0222,2015,ORANGE BEACH PUBLIC LIBRARY,26267 CANAL ROAD,ORANGE BEACH,AL,-87.576965,30.292057
AL0223,2015,SATSUMA PUBLIC LIBRARY,5466 OLD HIGHWAY 43,SATSUMA,AL,-88.05979090000001,30.845112
AL0225,2015,FALKVILLE PUBLIC LIBRARY,7 NORTH 1ST AVENUE,FALKVILLE,AL,-86.90733809999999,34.367154799999994
AL0226,2015,SPRINGVILLE PUBLIC LIBRARY,6496 U.S. HIGHWAY 11,SPRINGVILLE,AL,-86.470638,33.775701
AL0227,2015,BRIDGEPORT - LENA CAGLE PUBLIC LIBRARY,401 ALABAMA AVENUE,BRIDGEPORT,AL,-85.7173763,34.947414200000004
AL0229,2015,WEST BLOCTON PUBLIC LIBRARY,62 WALTER OWENS DRIVE,WEST BLOCTON,AL,-87.11123420000001,33.1176014
AL0238,2015,OHATCHEE PUBLIC LIBRARY,7803 ALABAMA HIGHWAY 77,OHATCHEE,AL,-86.04186700000001,33.76504
AL0239,2015,SOMERVILLE PUBLIC LIBRARY,192 BROAD STREET,SOMERVILLE,AL,-86.798895,34.473359
AL0240,2015,CHELSEA PUBLIC LIBRARY,41 WELDON DRIVE,CHELSEA,AL,-86.6308683,33.3401408
AL0241,2015,DUTTON PUBLIC LIBRARY,23 MAIN STREET,DUTTON,AL,-85.91810190000001,34.603937200000004
AL0242,2015,FORT DEPOSIT PUBLIC LIBRARY,24 SOUTH POLLARD STREET,FORT DEPOSIT,AL,-86.57820699999999,31.983509
AL0243,2015,SUMMERDALE - MARJORIE YOUNCE SNOOK PUBLIC LIBRARY,202 WEST BROADWAY STREET,SUMMERDALE,AL,-87.7014627,30.487188899999996
AL0244,2015,CLAY PUBLIC LIBRARY,7257 OLD SPRINGVILLE ROAD,PINSON,AL,-86.578427,33.7144443
AL0245,2015,ECLECTIC PUBLIC LIBRARY,50 MAIN STREET,ECLECTIC,AL,-86.0349548,32.636001199999995
AL0246,2015,HOBSON CITY PUBLIC LIBRARY,610 MARTIN LUTHER KING DRIVE,HOBSON CITY,AL,-85.8435944,33.6204636
AL0247,2015,MUNFORD PUBLIC LIBRARY,82 RAILROAD STREET,MUNFORD,AL,-85.9544333,33.5307623
AL0248,2015,SOUTHSIDE PUBLIC LIBRARY,2138 HIGHWAY 77,SOUTHSIDE,AL,-86.0222279,33.9203806
AL0249,2015,STEELE PUBLIC LIBRARY,78 HILLVIEW STREET,STEELE,AL,-86.199287,33.94427
AL0250,2015,PINSON PUBLIC LIBRARY,4410 MAIN STREET,PINSON,AL,-86.681386,33.691476
AL0251,2015,GLENCOE PUBLIC LIBRARY,101 WEST MAIN STREET,GLENCOE,AL,-85.93410809999999,33.9559335
AL0252,2015,MAGNOLIA SPRINGS PUBLIC LIBRARY,12440 MAGNOLIA AVENUE STE 600,MAGNOLIA SPRINGS,AL,-87.770505,30.405048999999998
AL0253,2015,TOWN CREEK PUBLIC LIBRARY,15971 MAIN STREET,TOWN CREEK,AL,-87.4061367,34.699337
AL0254,2015,JEFFERSON COUNTY LIBRARY COOPERATIVE,2100 PARK PLACE,BIRMINGHAM,AL,-86.807252,33.520858000000004
AL0256,2015,PICKENS COUNTY COOPERATIVE LIBRARY,155 REFORM STREET,CARROLLTON,AL,-88.0939023,33.260975099999996
AL8007,2015,LINDA DURAN PUBLIC LIBRARY,103 FAYE DRIVE,PRICEVILLE,AL,-86.8918683,34.5261251
AL8008,2015,SARDIS CITY PUBLIC LIBRARY,1310 CHURCH STREET,SARDIS CITY,AL,-86.1227193,34.1735653
AL8009,2015,GREEN POND - WOODSTOCK PUBLIC LIBRARY,321 PRESBYTERIAN CHURCH ROAD,GREEN POND,AL,-87.124932,33.2210885
AR0001,2015,CENTRAL ARKANSAS LIBRARY SYSTEM,100 ROCK STREET,LITTLE ROCK,AR,-92.266848,34.746915
AR0002,2015,WASHINGTON COUNTY LIBRARY SYSTEM,1080 WEST CLYDESDALE DRIVE,FAYETTEVILLE,AR,-94.176152,36.034232
AR0011,2015,FORT SMITH PUBLIC LIBRARY,3201 ROGERS AVENUE,FORT SMITH,AR,-94.39757840000001,35.3740799
AR0012,2015,ARKANSAS RIVER VALLEY REGIONAL LIBRARY,501 NORTH FRONT STREET,DARDANELLE,AR,-93.1577594,35.227892600000004
AR0016,2015,WILLIAM F. LAMAN PUBLIC LIBRARY,2801 ORANGE STREET,NORTH LITTLE ROCK,AR,-92.2694461,34.7800665
AR0021,2015,POPE COUNTY LIBRARY SYSTEM,116 EAST 3RD STREET,RUSSELLVILLE,AR,-93.13343859999999,35.276002399999996
AR0028,2015,TEXARKANA PUBLIC LIBRARY,600 WEST THIRD ST.,TEXARKANA,AR,-94.03807049999999,33.4248729
AR0038,2015,BENTONVILLE PUBLIC LIBRARY,405 S. MAIN STREET,BENTONVILLE,AR,-94.208936,36.367584
AR0040,2015,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,200 NORTH 5TH STREET,BLYTHEVILLE,AR,-89.9080509,35.928518700000005
AR0044,2015,BELLA VISTA PUBLIC LIBRARY,11 DICKENS PLACE,BELLA VISTA,AR,-94.24141379999999,36.475041499999996
AR0047,2015,ROGERS PUBLIC LIBRARY,711 S. DIXIELAND RD.,ROGERS,AR,-94.143774,36.328112
AR0048,2015,CRAWFORD COUNTY LIBRARY SYSTEM,1409 MAIN ST.,VAN BUREN,AR,-94.3444915,35.4366189
AR0066,2015,FAYETTEVILLE PUBLIC LIBRARY,401 W. MOUNTAIN STREET,FAYETTEVILLE,AR,-94.16498399999999,36.061997
AR0068,2015,PEA RIDGE COMMUNITY LIBRARY,161 EAST PICKENS,PEA RIDGE,AR,-94.114902,36.45385
AR0069,2015,GRAVETTE PUBLIC LIBRARY,407 CHARLOTTE STREET SE,GRAVETTE,AR,-94.4497317,36.4194607
AR0077,2015,GENTRY PUBLIC LIBRARY,105 E. MAIN,GENTRY,AR,-94.484606,36.267561
AR0078,2015,IVA JANE PEEK LIBRARY HQ,121  N. MAIN STREET,DECATUR,AR,-94.460698,36.335956
AR0079,2015,SILOAM SPRINGS PUBLIC LIBRARY HQ,401 WEST UNIVERSITY STREET,SILOAM SPRINGS,AR,-94.545135,36.186308000000004
AR0080,2015,SULPHUR SPRINGS PUBLIC LIBRARY HQ,512 BLACK STREET,SULPHUR SPRINGS,AR,-94.461037,36.477913
AZ0009,2015,COCHISE COUNTY LIBRARY DISTRICT,100 CLAWSON AVENUE,BISBEE,AZ,-109.916922,31.443278000000003
AZ0025,2015,CLIFTON PUBLIC LIBRARY,588 TURNER AVENUE,CLIFTON,AZ,-109.290191,33.046467
AZ0026,2015,SAFFORD CITY-GRAHAM COUNTY LIBRARY,808 SOUTH 7TH AVENUE,SAFFORD,AZ,-109.71502759999998,32.8313312
